"id","prozessart","ikw","bundesland","ezg","ereignis_jahr","ereignis_monat","ereignis_Tag","punkt_x","punkt_y","WLK_ID"
6609,"Fluviatiler Feststofftransport",NA,"Steiermark","Hintereggerbach",1994,7,NA,468265,369352,"106626"
6610,"Fluviatiler Feststofftransport",NA,"Steiermark","Hintereggerbach",1999,NA,NA,467838,369166,"106626"
6611,"Fluviatiler Feststofftransport",NA,"Steiermark","Hintereggerbach",1999,NA,NA,467814,369911,"106626"
6615,"Fluviatiler Feststofftransport","Gering","Kärnten","Feistritzbach im Lavanttal",1986,NA,NA,515030,344205,"108558"
6623,"Fluviatiler Feststofftransport","Stark","Kärnten","Nestlbauergraben",1985,NA,NA,509577,342034,"108569"
6657,"Fluviatiler Feststofftransport","Mittel","Kärnten","Griffnerbach",1982,8,16,454722,330908,"107938"
6739,"Fluviatiler Feststofftransport","Mittel","Kärnten","Runse Friesach",1997,7,11,481499,339087,"195254"
6743,"Fluviatiler Feststofftransport","Gering","Kärnten","Graibach",1989,NA,NA,459870,335479,"107923"
6835,"Fluviatiler Feststofftransport","Gering","Kärnten","Altacherbach",1986,8,14,521137,308945,"108607"
6840,"Fluviatiler Feststofftransport","Mittel","Kärnten","Multererbach",1986,6,14,527031,306634,"108577"
6933,"Fluviatiler Feststofftransport","Mittel","Kärnten","Gemmersdorferbach",1986,NA,NA,522910,321110,"108593"
6935,"Fluviatiler Feststofftransport","Gering","Kärnten","Eitwegerbach",1985,NA,NA,521098,322201,"108591"
7021,"Fluviatiler Feststofftransport","Gering","Kärnten","Zweinitzbach",1985,7,15,465170,333415,"107931"
6678,"Fluviatiler Feststofftransport","Gering","Kärnten","Griffnerbach",1983,NA,NA,452993,331169,"107938"
6691,"Fluviatiler Feststofftransport","Gering","Kärnten","Feistritzbach im Görtschitztal",1989,NA,NA,496039,320848,"107792"
6692,"Fluviatiler Feststofftransport","Mittel","Kärnten","Feistritzbach im Görtschitztal",2006,6,16,496039,320848,"107792"
6702,"Fluviatiler Feststofftransport","Gering","Kärnten","Winklerbach",1986,NA,NA,492044,321454,"108395"
6703,"Fluviatiler Feststofftransport","Gering","Kärnten","Kunetgraben",1984,9,NA,493100,291519,"108530"
6717,"Murgang","Mittel","Kärnten","Vellachbach in Eisenkappel",1987,11,NA,500912,287601,"108525"
6730,"Fluviatiler Feststofftransport","Gering","Kärnten","Waidischbach",1988,NA,NA,476425,289440,"107738"
6751,"Fluviatiler Feststofftransport","Gering","Kärnten","Mödringbach im Gurktal",1993,10,NA,462347,333205,"107925"
6754,"Fluviatiler Feststofftransport","Gering","Kärnten","Mödringbach im Gurktal",1993,10,NA,461910,332037,"107925"
6755,"Fluviatiler Feststofftransport","Mittel","Kärnten","Mödringbach im Gurktal",1988,NA,NA,461910,332037,"107925"
6760,"Fluviatiler Feststofftransport","Gering","Kärnten","Tschröschenbach",1984,NA,NA,460128,332990,"107924"
6761,"Murgang","Mittel","Kärnten","Tschröschenbach",1995,8,NA,460128,332990,"107924"
6764,"Fluviatiler Feststofftransport","Mittel","Kärnten","Frassbach",1987,NA,NA,521046,331814,"107533"
6768,"Fluviatiler Feststofftransport","Gering","Kärnten","Skarbinbach",1993,NA,NA,487412,300202,"107745"
6774,"Murartiger Feststofftransport","Mittel","Kärnten","Gletschacherbach",1980,7,29,503085,313264,"108516"
6775,"Murartiger Feststofftransport","Mittel","Kärnten","Gletschacherbach",1980,9,9,503085,313264,"108516"
6784,"Fluviatiler Feststofftransport","Mittel","Kärnten","Rudniggraben",1985,7,15,505180,316003,"108536"
6788,"Fluviatiler Feststofftransport","Mittel","Kärnten","Wölfnitzbach",1987,7,15,506752,317000,"108537"
6791,"Fluviatiler Feststofftransport","Extrem","Kärnten","Urtlgraben-Silberbach",1991,8,25,488841,334901,"107828"
6797,"Fluviatiler Feststofftransport","Gering","Kärnten","Grenggbach",1989,7,NA,492117,343214,"107833"
6808,"Fluviatiler Feststofftransport","Gering","Kärnten","Schachnerbach",1989,NA,NA,492533,343303,"107832"
6841,"Fluviatiler Feststofftransport","Gering","Kärnten","Runse Magdalensberg",1986,6,NA,524681,305125,"195374"
6842,"Fluviatiler Feststofftransport","Mittel","Kärnten","Weissenbergerbach",1986,NA,NA,523671,312158,"108570"
6845,"Murgang","Mittel","Kärnten","Weissenbergerbach",1985,7,17,523671,312158,"108570"
6875,"Fluviatiler Feststofftransport","Gering","Kärnten","Mödringbach im Metnitztal",1987,7,NA,462851,339679,"107870"
6876,"Fluviatiler Feststofftransport","Gering","Kärnten","Preiningbach",1985,NA,NA,464672,345211,"107879"
6877,"Fluviatiler Feststofftransport","Mittel","Kärnten","Preiningbach",1997,9,6,464672,345211,"107879"
6884,"Fluviatiler Feststofftransport","Gering","Kärnten","Trainingbach",1982,NA,NA,468930,341882,"107866"
6885,"Fluviatiler Feststofftransport","Mittel","Kärnten","Unteralpenbach",1997,9,6,462492,343296,"107877"
6892,"Fluviatiler Feststofftransport","Gering","Kärnten","Wöbringbach",1997,9,6,462272,346769,"107878"
6900,"Fluviatiler Feststofftransport","Gering","Kärnten","Schrieflbach",1982,8,NA,482949,330879,"107889"
6905,"Fluviatiler Feststofftransport","Mittel","Kärnten","Mischlingbach",1982,NA,NA,507190,343282,"108588"
6908,"Fluviatiler Feststofftransport","Stark","Kärnten","Mischlingbach",1988,8,NA,507190,343282,"108588"
6912,"Fluviatiler Feststofftransport","Mittel","Kärnten","Weitenbach",1988,8,NA,507250,344779,"108589"
6939,"Fluviatiler Feststofftransport","Gering","Kärnten","Ragglbach",1986,NA,NA,523437,318391,"108596"
6946,"Murgang","Stark","Kärnten","Rainzerbach",1982,8,16,522059,315463,"108605"
6962,"Murgang","Mittel","Kärnten","Legerbucherbach",1986,7,14,520054,310079,"108608"
6966,"Fluviatiler Feststofftransport","Gering","Kärnten","Löschentalbach",1986,7,14,519480,310548,"108609"
6979,"Murartiger Feststofftransport","Mittel","Kärnten","Drahtzugbach",1993,10,NA,481355,334961,"107904"
6999,"Murartiger Feststofftransport","Extrem","Kärnten","Haimburgerbach",1980,7,29,500668,313147,"108515"
7000,"Murartiger Feststofftransport","Mittel","Kärnten","Haimburgerbach",1980,8,30,500668,313147,"108515"
7001,"Murartiger Feststofftransport","Mittel","Kärnten","Haimburgerbach",1980,9,10,500668,313147,"108515"
7009,"Fluviatiler Feststofftransport","Gering","Kärnten","Trixenbach",1980,9,9,496673,313289,"108554"
7010,"Fluviatiler Feststofftransport","Gering","Kärnten","Trixenbach",2002,NA,NA,496673,313289,"108554"
7012,"Fluviatiler Feststofftransport","Gering","Kärnten","Trixenbach",2005,7,26,496673,313289,"108554"
7017,"Fluviatiler Feststofftransport","Gering","Kärnten","Andrägraben",1992,8,NA,466746,329606,"107930"
7018,"Fluviatiler Feststofftransport",NA,"Kärnten","Eisankgraben",1993,NA,NA,464470,330050,"107927"
7020,"Fluviatiler Feststofftransport","Mittel","Kärnten","Zweinitzbach",1982,8,16,465170,333415,"107931"
7025,"Murgang",NA,"Kärnten","Waidischbach",1991,11,NA,479741,285501,"107738"
7027,"Murartiger Feststofftransport","Stark","Kärnten","Arlingbach",1985,5,22,509972,328950,"107543"
7109,"Fluviatiler Feststofftransport","Gering","Kärnten","Bazorbach",1983,NA,NA,392666,309694,"107670"
7110,"Fluviatiler Feststofftransport","Gering","Kärnten","Bazorbach",1990,NA,NA,392666,309694,"107670"
7111,"Fluviatiler Feststofftransport","Gering","Kärnten","Bazorbach",1991,NA,NA,392666,309694,"107670"
7112,"Fluviatiler Feststofftransport","Gering","Kärnten","Bazorbach",1993,NA,NA,392666,309694,"107670"
7209,"Fluviatiler Feststofftransport","Extrem","Kärnten","Döbernitzenbach",1983,9,11,388554,301178,"108484"
7061,"Fluviatiler Feststofftransport","Mittel","Kärnten","Höflingerbach",1996,11,NA,377888,309012,"107631"
7082,"Fluviatiler Feststofftransport","Gering","Kärnten","Rauschenbach",1991,7,NA,442793,293412,"108417"
7113,"Fluviatiler Feststofftransport","Gering","Kärnten","Bazorbach",1996,NA,NA,392666,309694,"107670"
7125,"Fluviatiler Feststofftransport","Mittel","Kärnten","Schwarzenbach im Gitschtal",1983,9,11,391651,308921,"107668"
7225,"Murgang","Mittel","Kärnten","Kirchbachgraben",1982,10,27,389066,307455,"108418"
7244,"Murgang","Stark","Kärnten","Tressdorferbach im Gailtal",1983,9,11,390277,305164,"108429"
7265,"Murgang","Stark","Kärnten","Kohlbachl",2000,11,NA,371912,306790,"107637"
7399,"Fluviatiler Feststofftransport","Stark","Kärnten","Stockenboierbach",1983,9,11,411725,313128,"108445"
7401,"Fluviatiler Feststofftransport","Gering","Kärnten","Stockenboierbach",1983,9,11,408605,311674,"108445"
7404,"Fluviatiler Feststofftransport","Gering","Kärnten","Stockenboierbach",1983,9,NA,411655,314058,"108445"
7405,"Fluviatiler Feststofftransport","Mittel","Kärnten","Stockenboierbach",1983,9,11,408830,313631,"108445"
7412,"Murartiger Feststofftransport","Stark","Kärnten","Stockenboierbach",1983,9,11,410697,315339,"108445"
7457,"Fluviatiler Feststofftransport","Stark","Kärnten","Arriacherbach",1985,NA,NA,439553,316358,"108367"
7462,"Fluviatiler Feststofftransport","Mittel","Kärnten","Arriacherbach",1983,NA,NA,439065,315932,"108367"
7471,"Fluviatiler Feststofftransport",NA,"Kärnten","Arriacherbach",1983,NA,NA,445092,315256,"108367"
7490,"Murgang","Mittel","Kärnten","Arriacherbach",1985,NA,NA,442256,313124,"108367"
7512,"Murartiger Feststofftransport","Mittel","Kärnten","Teuchnerbach",1987,8,NA,446353,314050,"107590"
7530,"Fluviatiler Feststofftransport","Mittel","Kärnten","Kleinkirchheimerbach",1986,8,10,432898,327661,"107961"
7546,"Fluviatiler Feststofftransport","Gering","Kärnten","Tobitscherbach",1993,NA,NA,434593,316241,"108385"
7548,"Murgang","Gering","Kärnten","Trübenbach",1994,10,NA,437016,314684,"108388"
7595,"Murgang","Mittel","Kärnten","Gersgerbach",1983,NA,NA,456163,317396,"107560"
7646,"Fluviatiler Feststofftransport","Mittel","Kärnten","Abflussgerinne Glaneggerfeld",1987,NA,NA,465318,314388,"194454"
7663,"Fluviatiler Feststofftransport","Mittel","Kärnten","Sonnleitenbachl",1983,NA,NA,447853,320940,"107570"
7678,"Fluviatiler Feststofftransport","Mittel","Kärnten","Schwaigerbach",1983,NA,NA,452867,316749,"107588"
7696,"Fluviatiler Feststofftransport","Gering","Kärnten","Tobitscherbach",1985,NA,NA,454193,316177,"194974"
7697,"Fluviatiler Feststofftransport","Gering","Kärnten","Tobitscherbach",1983,NA,NA,454193,316177,"194974"
7756,"Fluviatiler Feststofftransport","Gering","Kärnten","Ahornerbach",1993,10,NA,411096,342469,"108088"
7793,"Fluviatiler Feststofftransport","Mittel","Kärnten","Schrimbach",1987,6,12,414416,340732,"108091"
7849,"Fluviatiler Feststofftransport","Gering","Kärnten","Westl. Werksbach",1990,11,26,427091,322552,"108146"
7854,"Fluviatiler Feststofftransport","Mittel","Kärnten","Runse Dabor",1996,NA,NA,427751,322873,"187054"
7866,"Fluviatiler Feststofftransport","Mittel","Kärnten","Kreuzwirtbach",1989,9,25,430212,322178,"108150"
7880,"Fluviatiler Feststofftransport","Gering","Kärnten","Starfacherbach",1991,NA,NA,423009,320452,"108142"
7886,"Fluviatiler Feststofftransport","Gering","Kärnten","Laufenbergerbach",2000,NA,NA,424894,323011,"108145"
7902,"Fluviatiler Feststofftransport","Mittel","Kärnten","Kaningerbach",2003,7,NA,427070,327714,"108148"
7903,"Murgang","Mittel","Kärnten","Kaningerbach",2003,6,14,428638,329217,"108148"
7909,"Murgang","Mittel","Kärnten","Kaningerbach",1991,7,13,430222,327168,"108148"
7910,"Murgang","Mittel","Kärnten","Kaningerbach",1995,7,12,430222,327168,"108148"
7911,"Fluviatiler Feststofftransport","Stark","Kärnten","Kaningerbach",2003,6,14,430222,327168,"108148"
7931,"Fluviatiler Feststofftransport","Gering","Kärnten","Vorwaldgraben",1984,3,NA,439103,326268,"107607"
7992,"Fluviatiler Feststofftransport","Mittel","Kärnten","Feistritzbach im Glantal",1987,7,13,463529,317154,"107854"
8020,"Murgang","Mittel","Kärnten","Hochpirkachbach",1993,10,23,438457,308318,"108450"
8041,"Fluviatiler Feststofftransport","Gering","Kärnten","Baldramsdorfer Mühlbach",1983,7,6,408260,321240,"107967"
8049,"Fluviatiler Feststofftransport","Gering","Kärnten","Faschendorferbach",1983,7,6,406730,323150,"107970"
8054,"Murgang","Extrem","Kärnten","Gendorferbach",1983,7,6,407363,321573,"107969"
8069,"Murgang","Stark","Kärnten","Leitnerbach",1983,NA,NA,410200,320547,"107965"
8072,"Murgang","Extrem","Kärnten","Schreigraben",1983,9,11,412034,318829,"107962"
8077,"Murgang","Mittel","Kärnten","Schwaigerbach",1983,9,11,410460,319538,"107964"
8089,"Murgang","Extrem","Kärnten","Zörbach",1983,7,6,408626,322518,"107968"
8260,"Fluviatiler Feststofftransport","Mittel","Kärnten","Astenbach",1982,10,NA,370528,338920,"108271"
8308,"Fluviatiler Feststofftransport","Stark","Kärnten","Simmerlacherbach",1982,NA,NA,374179,319131,"108046"
8328,"Murgang","Mittel","Kärnten","Lengholzerbach",1983,7,NA,397673,319052,"108059"
8356,"Fluviatiler Feststofftransport","Mittel","Kärnten","Fellbach",1983,9,11,401397,314242,"108243"
8424,"Fluviatiler Feststofftransport","Gering","Kärnten","Gollmitzenbach",1994,NA,NA,372781,335177,"108272"
8845,"Murgang","Mittel","Salzburg","Grenzgraben",1987,NA,NA,381746,436573,"103721"
8590,"Murgang","Mittel","Kärnten","Eisendlebach",1990,11,25,394600,318900,"108238"
8594,"Murgang","Stark","Kärnten","Gerlamooserbach",1993,7,20,395465,319181,"108239"
8600,"Fluviatiler Feststofftransport","Mittel","Kärnten","Keuschlergraben",1990,11,25,394412,318707,"108237"
8605,"Fluviatiler Feststofftransport","Mittel","Kärnten","Klammbach",1991,8,18,395868,319520,"108241"
8609,"Fluviatiler Feststofftransport","Mittel","Kärnten","Weghoferbachl",1990,11,25,392182,317979,"191454"
8627,"Murartiger Feststofftransport","Mittel","Kärnten","Almbach",1983,NA,NA,402291,309960,"108258"
8635,"Fluviatiler Feststofftransport","Gering","Kärnten","Debergraben",1983,NA,NA,395911,311641,"108267"
8636,"Fluviatiler Feststofftransport","Mittel","Kärnten","Masmadebergraben",1983,NA,NA,400794,312983,"108255"
8641,"Murgang","Stark","Kärnten","Naggler Mühlbach",1983,NA,NA,399728,310512,"108260"
8650,"Fluviatiler Feststofftransport","Gering","Kärnten","Neusacherbach",1983,9,11,399555,313776,"108254"
8708,"Fluviatiler Feststofftransport","Mittel","Salzburg","Torgraben",1980,NA,NA,403845,408688,"103663"
8753,"Fluviatiler Feststofftransport","Mittel","Salzburg","Thalhauserbach",1991,7,31,378092,459470,"103645"
8761,"Murgang","Mittel","Salzburg","Kehlbach",1994,6,25,381875,428275,"103712"
8770,"Fluviatiler Feststofftransport","Gering","Salzburg","Eugenbach",1985,7,5,385239,441237,"103576"
8771,"Fluviatiler Feststofftransport","Gering","Salzburg","Eugenbach",2002,8,6,385239,441237,"103576"
8772,"Fluviatiler Feststofftransport","Gering","Salzburg","Eugenbach",2002,8,12,385239,441237,"103576"
8773,"Fluviatiler Feststofftransport","Gering","Salzburg","Eugenbach",2005,5,30,385239,441237,"103576"
8898,"Fluviatiler Feststofftransport","Gering","Salzburg","Durchhammergraben",1991,8,9,379477,458150,"103617"
8905,"Murgang","Mittel","Salzburg","Lierschingerbach",1991,8,9,379425,457195,"103781"
8910,"Murgang","Mittel","Salzburg","Oitzenbach",1991,8,9,379589,457856,"103772"
8914,"Fluviatiler Feststofftransport","Mittel","Salzburg","Schleindlbach",1991,8,NA,378419,456013,"103623"
8922,"Fluviatiler Feststofftransport","Gering","Salzburg","Bambach",1983,NA,NA,380104,449569,"103629"
9121,"Murgang","Gering","Salzburg","Mur",1981,7,19,409714,355060,"104102"
9210,"Murgang","Mittel","Salzburg","Litzldorfergraben",1987,7,1,423499,357049,"104090"
9011,"Fluviatiler Feststofftransport","Gering","Salzburg","Zinkenbach",1987,NA,NA,402901,426606,"103887"
9015,"Murgang","Stark","Salzburg","Kienbergbach",1986,7,18,405927,432453,"103649"
9018,"Murartiger Feststofftransport","Extrem","Salzburg","Lammer",1987,9,5,403110,397111,"103707"
9024,"Fluviatiler Feststofftransport","Gering","Salzburg","Lammer",1987,9,5,405362,399495,"103707"
9027,"Fluviatiler Feststofftransport","Gering","Salzburg","Lammer",1987,9,5,401551,398592,"103707"
9062,"Murartiger Feststofftransport","Mittel","Salzburg","Lessachbach",1980,NA,NA,436341,369349,"104075"
9106,"Fluviatiler Feststofftransport","Gering","Salzburg","Taurach",1983,NA,NA,418718,365806,"104136"
9126,"Fluviatiler Feststofftransport","Gering","Salzburg","Mur",1981,7,18,412024,354548,"104102"
9128,"Murgang","Gering","Salzburg","Mur",1988,7,29,412852,355529,"104102"
9159,"Murgang","Mittel","Salzburg","Thomatalerbach",1998,6,19,434849,352049,"104077"
9243,"Murgang","Mittel","Salzburg","Lessachbach",1980,7,9,436083,368760,"104075"
9274,"Murgang","Mittel","Salzburg","Thomatalerbach",1993,NA,NA,431230,348849,"104077"
9296,"Fluviatiler Feststofftransport","Mittel","Salzburg","Taurach",1983,7,6,422315,365059,"104136"
9305,"Fluviatiler Feststofftransport","Gering","Salzburg","Taurach",1983,NA,NA,419628,366216,"104136"
9310,"Murgang","Gering","Salzburg","Haltgraben",1996,11,18,430634,357715,"104113"
9312,"Fluviatiler Feststofftransport","Mittel","Salzburg","Voidersdorfergraben",1993,6,6,429381,357203,"104122"
9328,"Murartiger Feststofftransport","Stark","Salzburg","Sonndörflgraben",1989,NA,NA,428923,364743,"104133"
9487,"Murgang","Gering","Salzburg","Brandstattgraben",2003,5,25,361562,370182,"104346"
9490,"Fluviatiler Feststofftransport","Gering","Salzburg","Gaißstättgraben-Nord",1999,7,29,362210,371979,"104350"
9589,"Murartiger Feststofftransport","Gering","Salzburg","Krimmler Ache",1987,NA,NA,310409,367485,"104423"
9988,"Murgang","Gering","Salzburg","Saalach",1987,7,3,342135,385596,"104213"
9358,"Fluviatiler Feststofftransport","Mittel","Salzburg","Zederhausbach",1981,NA,NA,410251,361152,"104097"
9364,"Murgang","Mittel","Salzburg","Zederhausbach",1980,NA,NA,412751,362232,"104097"
9405,"Fluviatiler Feststofftransport",NA,"Salzburg","Weichseldorferbach",1987,7,NA,323631,375844,"104426"
9417,"Fluviatiler Feststofftransport","Mittel","Salzburg","Brandenauerbach",1985,8,6,367432,379623,"104182"
9419,"Fluviatiler Feststofftransport","Mittel","Salzburg","Brandenauerbach",1991,7,31,367432,379623,"104182"
9420,"Fluviatiler Feststofftransport","Mittel","Salzburg","Brandenauerbach",1992,8,4,367432,379623,"104182"
9425,"Fluviatiler Feststofftransport","Gering","Salzburg","Hausergraben",1982,7,21,364169,377694,"104183"
9427,"Fluviatiler Feststofftransport","Mittel","Salzburg","Hundsdorferbach",1982,7,21,363293,377799,"104192"
9428,"Murgang","Stark","Salzburg","Hundsdorferbach",1985,8,6,363293,377799,"104192"
9430,"Murgang","Mittel","Salzburg","Kendlhofgraben",1980,8,16,365608,374204,"104271"
9431,"Murgang","Mittel","Salzburg","Kuchllehenbach",1980,8,16,364964,375622,"104296"
9434,"Murgang","Extrem","Salzburg","Niederhofgraben",1980,8,16,363608,374677,"104272"
9435,"Fluviatiler Feststofftransport","Gering","Salzburg","Niederhofgraben",1982,6,22,363608,374677,"104272"
9437,"Fluviatiler Feststofftransport","Mittel","Salzburg","Schaidmoosbach",1990,7,9,366677,373661,"104297"
9441,"Murgang","Extrem","Salzburg","Staudachgraben",1980,8,16,364468,374221,"104180"
9446,"Murgang","Mittel","Salzburg","Steinbach bei St. Georgen",1980,8,16,364823,378225,"104239"
9447,"Murgang","Mittel","Salzburg","Steinbach bei St. Georgen",1981,7,18,364823,378225,"104239"
